Gene	Title	Authors	Year	Link	empty	empty	empty	empty
CRBN	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
CAMKMT	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
RIC8A	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
PDCD4	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
C22orf39	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
PDE12	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
OR4S1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
TCOF1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
ZC3HAV1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
PEX5	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
KRT86	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
ITGA8	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
PHIP	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
PCK2	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
BCAN	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
ZCWPW1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
UBR4	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
LTBP4	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
MMP21	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
MMP20	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
SIRPB1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
MYO5C	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
KBTBD12	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
RARS	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
SDCCAG8	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
ZNF528	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
ZNF611	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
SNED1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
ZNF778	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
ZNF571	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
SMPDL3A	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
ZNF135	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
TMEM232	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
GPATCH1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
PRAM1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
TRMT1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
FAM208A	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
NOTCH3	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
PLEKHG4	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
CES3	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
FAM124A	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
FAM47E	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
HLA-DOA	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
KANSL1L	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
C17orf78	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
CPA1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
CENPQ	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
MRPL46	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
QKI	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
DUSP19	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
OR2M7	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
REM1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
OXNAD1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
HID1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
PLEKHB2	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
PAX2	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
OAZ3	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
ZNF610	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
NAT2	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
IQGAP1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
MSH3	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
ANKRD27	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
MCM8	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
MYO1C	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
ZSWIM2	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
CIC	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
EIF2A	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
SLC44A4	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
SEL1L3	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
SETD1B	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
XRCC3	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
ZNF683	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
PACS2	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
CCDC178	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
BRCA2	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
ULK4	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
ZBTB4	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
ZHX2	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
TULP1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
