Gene	Paper_title	Author	Year	Link	RPKM	Log2FC	P	Shared locus
LOC101928429	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
C3	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
ZNF816-ZNF321P	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
RASGRP4	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
IL6R	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
C2	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
ADORA3	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
SP140L	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
NFAM1	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
LILRB4	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
BMP2K	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
NCKAP1L	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
CARD11	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
FAM60A	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
TNFRSF11A	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
MASCRNA	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
SLC2A5	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
IKZF1	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
SH3TC1	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
RAB38	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
USP6	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
VAV1	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
GAPT	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
BCL2A1	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
IL12RB1	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
M1AP	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
ITGB2-AS1	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
NRROS	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
TRAF3IP3	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
FCGR3A	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
STK26	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
MYO7A	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
CSF1R	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
TNFRSF10A	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
DDX60L	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
SLC7A7	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
ACKR2	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
MKNK1-AS1	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
ZNF90	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
CD300A	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
PTGS1	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
SLC2A9	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
ADPGK-AS1	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
SLC1A5	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
ITGAX	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
NFKBIZ	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
CASS4	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
CTSS	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
TRIM34	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
RHBDF2	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
SRGAP2B	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
LINC01176	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
CH25H	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
LPAR6	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
TBXAS1	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
ST8SIA4	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
ITGA9	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
BMS1P4	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
