Gene	Title	Authors	Year	Link	RPKM	Log2FC	P	Shared locus
FAM150B	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00061072	
BTBD16	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00061084	
SDCBP2	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0006217	
BAZ1A	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00062532	
MGMT	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00062748	
MEPCE	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0006277	
PPP1R35	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0006277	
SPATA7	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00062945	
TMEM132E	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0006307	
YDJC	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00063138	
LRRN2	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00063225	
TBXA2R	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0006407	
MAPK8IP1	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0006433	
LRRC52	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00065085	
ACP1	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00065214	
CHD1	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0006526	
PTPN12	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0006526	
GOLGA5	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00065803	
SPRR2E	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00066803	
SPRR2F	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00066803	
MLPH	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0006684	
CSNK2B	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0006687	
LY6G5B	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0006687	
LY6G5C	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0006687	
ABHD16A	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0006687	
CADPS	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00067293	
SVOP	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.000675	
SYT2	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0006763	
RSBN1L	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0006785	
TMEM60	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0006785	
SLC10A7	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0006844	
CADM1	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00068861	
LDOC1L	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0006922	
ALX4	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00070283	
MCEE	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0007149	
MPHOSPH10	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0007149	
KLLN	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.000722	
FPR1	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0007234	
FPR2	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0007234	
YBX3	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0007241	
HYKK	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0007244	
PSMA4	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0007244	
TRPM3	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0007319	
MVB12B	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00073217	
EYS	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00073281	
TCERG1L	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00073298	
USP10	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00073528	
HIP1	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00074256	
AMPH	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0007451	
SLC2A13	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0007556	
KLRC2	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0007672	
KLRC1	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0007672	
FAM133B	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0007682	
CDK6	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0007682	
HLX	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00079031	
